L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
2.135	-32.0923	0.445492	-4.79671	-27.027	-1.8514
2.14	-35.9985	-0.566125	-5.47272	-27.2382	-1.6352
2.145	-35.3882	-1.46878	-2.67344	-27.4205	-1.37797
2.15	-31.0547	-2.153	1.93039	-27.5737	-1.0865
2.155	-23.7488	-2.53947	5.53738	-27.698	-0.769002
2.16	-24.1333	-2.5888	5.95158	-27.7937	-0.434052
2.165	-28.2959	-2.30552	2.89122	-27.8616	-0.091042
2.17	-34.8083	-1.73796	-1.90431	-27.9023	0.250666
2.175	-35.6567	-0.971215	-5.74703	-27.917	0.581632
2.18	-31.9763	-0.11491	-6.5514	-27.9069	0.893649
2.185	-28.7476	0.712205	-3.93822	-27.8732	1.17871
2.19	-25.4333	1.39881	0.671952	-27.8173	1.42937
2.195	-19.7205	1.855	4.91634	-27.7405	1.63895
2.2	-16.2842	2.02322	6.73813	-27.6444	1.80278
2.205	-16.9189	1.88666	5.36439	-27.5302	1.91796
2.21	-23.1995	1.47073	1.58103	-27.3995	1.98242
2.215	-28.7292	0.839387	-2.7269	-27.2541	1.99537
2.22	-29.8706	0.0862795	-5.50976	-27.0955	1.9567
2.225	-28.3081	-0.677929	-5.53527	-26.9257	1.86863
2.23	-27.1729	-1.34215	-2.96793	-26.7462	1.73519
2.235	-26.9226	-1.80749	0.732406	-26.5586	1.5625
2.24	-25.1831	-2.00272	3.58724	-26.3642	1.35771
2.245	-24.4019	-1.89331	4.17053	-26.1641	1.12747
2.25	-22.5891	-1.48788	2.39434	-25.9595	0.878165
2.255	-23.407	-0.837903	-0.458208	-25.7516	0.618054
2.26	-24.8596	-0.0291187	-2.51962	-25.5416	0.355456
2.265	-26.7761	0.82957	-2.49834	-25.3308	0.0991736
2.27	-28.2104	1.62061	-0.505165	-25.1199	-0.143502
2.275	-27.5146	2.23228	2.01162	-24.9099	-0.36619
2.28	-17.5293	2.57333	3.21426	-24.7013	-0.563009
2.285	-15.5151	2.58795	2.11324	-24.4949	-0.729837
2.29	-19.7632	2.26151	-0.729366	-24.2911	-0.864044
2.295	-31.2256	1.62349	-3.5222	-24.0904	-0.964994
2.3	-37.3901	0.742105	-4.40981	-23.8928	-1.03154
2.305	-31.5674	-0.283209	-2.70976	-23.6988	-1.06367
2.31	-19.3787	-1.33284	0.625316	-23.5084	-1.06233
2.315	-17.5415	-2.2796	3.62957	-23.3218	-1.03149
2.32	-21.9482	-3.0053	4.59806	-23.1388	-0.9761
2.325	-29.2664	-3.4152	3.13707	-22.9598	-0.900992
2.33	-31.5979	-3.45153	0.304618	-22.7851	-0.810222
2.335	-26.7578	-3.10019	-2.18306	-22.6146	-0.708423
2.34	-24.1577	-2.39158	-3.07422	-22.4482	-0.601027
2.345	-23.0103	-1.39711	-2.26858	-22.2855	-0.493707
2.35	-23.8831	-0.221483	-0.669597	-22.1266	-0.391875
2.355	-23.4802	1.00993	0.582751	-21.9712	-0.29826
2.36	-19.2017	2.165	0.898914	-21.8194	-0.215526
2.365	-16.4063	3.11834	0.505845	-21.6714	-0.145132
2.37	-16.4307	3.76598	0.0946778	-21.527	-0.0885691
2.375	-16.0767	4.03742	0.20053	-21.386	-0.0464435
2.38	-16.4734	3.90307	0.789063	-21.2482	-0.017936
2.385	-15.0513	3.37529	1.33878	-21.114	-0.00146815
2.39	-17.395	2.50534	1.26473	-20.9836	0.00485918
2.395	-21.6553	1.37874	0.371801	-20.8573	0.00363196
2.4	-22.4548	0.107196	-0.99335	-20.7349	-0.00245027
2.405	-22.2412	-1.18451	-2.14828	-20.6164	-0.00998229
2.41	-24.2004	-2.37086	-2.45532	-20.5022	-0.0152768
2.415	-27.1729	-3.33726	-1.64806	-20.3924	-0.0145825
2.42	-28.3264	-3.99117	0.0411434	-20.2871	-0.00503524
2.425	-24.9817	-4.27063	1.96355	-20.1863	0.0155034
2.43	-18.7439	-4.15063	3.28592	-20.0899	0.0485597
2.435	-18.8538	-3.64342	3.29554	-19.998	0.0952245
2.44	-22.3755	-2.79696	1.74199	-19.9108	0.155869
2.445	-26.5259	-1.69042	-0.932928	-19.8282	0.229631
2.45	-24.2554	-0.426409	-3.61923	-19.7501	0.315574
2.455	-19.5679	0.879039	-4.94422	-19.6761	0.412098
2.46	-17.334	2.1056	-3.96226	-19.6059	0.516305
2.465	-18.4021	3.14015	-0.780516	-19.5392	0.62427
2.47	-16.6565	3.88673	3.29215	-19.4759	0.731129
2.475	-5.98755	4.27769	6.27334	-19.4156	0.831764
2.48	-3.71704	4.27744	6.51323	-19.3578	0.921409
2.485	-6.99463	3.88493	3.63165	-19.3018	0.99561
2.49	-18.7866	3.13239	-1.17902	-19.2472	1.05012
2.495	-24.7498	2.08404	-5.70596	-19.1933	1.08049
2.5	-23.5046	0.833114	-7.83047	-19.1392	1.08377
2.505	-21.7957	-0.50603	-6.58711	-19.084	1.05741
2.51	-20.7581	-1.8083	-2.59184	-19.0269	1.00035
2.515	-20.5139	-2.95007	2.35333	-18.967	0.911297
2.52	-16.2842	-3.82001	6.18374	-18.9032	0.790947
2.525	-14.9902	-4.3304	7.50825	-18.8346	0.641164
2.53	-15.5029	-4.42691	6.0791	-18.7602	0.465042
2.535	-20.1782	-4.09526	2.68142	-18.6795	0.266295
2.54	-25.1404	-3.36317	-1.35658	-18.5917	0.0498034
2.545	-27.6611	-2.29697	-4.70593	-18.4959	-0.177794
2.55	-27.2583	-0.996598	-6.40491	-18.3912	-0.408891
2.555	-24.2493	0.411998	-6.00884	-18.2772	-0.636136
2.56	-21.6492	1.78767	-3.6614	-18.1532	-0.852203
2.565	-17.1753	2.99002	-0.09488	-18.0185	-1.05033
2.57	-14.5569	3.89344	3.49124	-17.8725	-1.22394
2.575	-10.7239	4.40235	5.77963	-17.715	-1.36681
2.58	-6.39038	4.45949	5.8574	-17.5462	-1.47396
2.585	-9.17969	4.05179	3.69685	-17.3664	-1.54152
2.59	-14.6729	3.21601	0.253299	-17.1758	-1.56639
2.595	-22.168	2.03635	-2.93126	-16.9746	-1.54593
2.6	-23.4253	0.637022	-4.48872	-16.7632	-1.47875
2.605	-19.7449	-0.833062	-3.92926	-16.5425	-1.36563
2.61	-17.2302	-2.21684	-1.84898	-16.3134	-1.20953
2.615	-19.3848	-3.36522	0.471874	-16.0772	-1.01507
2.62	-21.9238	-4.1517	1.85213	-15.8353	-0.787348
2.625	-20.2881	-4.48806	1.8693	-15.5891	-0.531978
2.63	-15.6433	-4.33556	0.998304	-15.3398	-0.2562
2.635	-14.6606	-3.71026	0.163377	-15.0887	0.0318051
2.64	-16.9983	-2.68048	0.0296945	-14.8376	0.322994
2.645	-18.6523	-1.35815	0.539578	-14.5889	0.608761
2.65	-13.5681	0.112022	1.01728	-14.3448	0.880842
2.655	-8.17261	1.56684	0.741912	-14.1074	1.1311
2.66	-7.84912	2.84329	-0.432589	-13.8787	1.35185
2.665	-11.1633	3.79897	-1.88495	-13.6608	1.53593
2.67	-12.6709	4.32968	-2.60716	-13.4555	1.67677
2.675	-11.7432	4.37941	-1.89785	-13.2646	1.76952
2.68	-6.93359	3.94551	0.100439	-13.0899	1.81095
2.685	-4.96826	3.07759	2.39523	-12.9338	1.80001
2.69	-5.9082	1.87425	3.68598	-12.7985	1.73625
2.695	-8.38013	0.470849	3.11934	-12.6861	1.62084
2.7	-13.7024	-0.975604	0.808432	-12.598	1.45674
2.705	-16.6321	-2.3056	-2.17195	-12.5351	1.24885
2.71	-18.9026	-3.37362	-4.32125	-12.4986	1.00374
2.715	-19.3848	-4.06466	-4.46892	-12.4896	0.728351
2.72	-18.0664	-4.30819	-2.36468	-12.509	0.430479
2.725	-16.4368	-4.08532	1.16081	-12.5573	0.119547
2.73	-12.4146	-3.42953	4.53054	-12.6343	-0.19421
2.735	-8.18481	-2.41926	6.09941	-12.7397	-0.500025
2.74	-6.89087	-1.16951	4.91738	-12.873	-0.788074
2.745	-12.4329	0.182128	1.25398	-13.0341	-1.0491
2.75	-19.1223	1.48868	-3.37949	-13.2221	-1.27535
2.755	-18.9819	2.61215	-6.84627	-13.4359	-1.45983
2.76	-14.5813	3.43874	-7.37629	-13.674	-1.59698
2.765	-11.9446	3.89058	-4.51573	-13.9349	-1.6808
2.77	-12.9517	3.9321	0.534515	-14.2168	-1.70718
2.775	-13.1714	3.57105	5.4429	-14.5174	-1.67445
2.78	-7.22656	2.85793	7.91846	-14.8345	-1.58418
2.785	-3.75366	1.87824	6.90128	-15.1653	-1.43999
2.79	-8.59375	0.741726	3.07322	-15.5069	-1.24605
2.795	-20.2515	-0.430852	-1.60322	-15.8567	-1.00809
2.8	-30.4077	-1.52035	-5.02372	-16.2123	-0.734195
2.805	-30.0049	-2.42092	-6.02687	-16.5715	-0.43329
2.81	-23.5046	-3.05114	-4.79707	-16.9307	-0.115752
2.815	-19.6838	-3.36231	-2.41004	-17.2863	0.209325
2.82	-19.8914	-3.34022	0.01358	-17.6348	0.531812
2.825	-20.0745	-3.0043	1.90842	-17.9734	0.841586
2.83	-18.5669	-2.40305	3.23374	-18.3	1.12809
2.835	-17.1265	-1.60819	4.00926	-18.6114	1.38092
2.84	-13.1287	-0.706379	3.96062	-18.9049	1.59057
2.845	-12.5916	0.20948	2.66837	-19.1778	1.74997
2.85	-14.1846	1.05203	0.136185	-19.4284	1.85409
2.855	-19.5923	1.74745	-2.7822	-19.655	1.89899
2.86	-23.4619	2.24234	-4.62211	-19.8558	1.88249
2.865	-19.5679	2.50644	-4.20515	-20.0287	1.80413
2.87	-15.1855	2.53215	-1.57963	-20.1725	1.66656
2.875	-13.7634	2.33481	1.77019	-20.2859	1.47433
2.88	-15.033	1.94927	3.74486	-20.3686	1.23301
2.885	-14.2883	1.42608	3.01372	-20.4206	0.949701
2.89	-15.7593	0.822894	-0.0014284	-20.4415	0.633121
2.895	-20.282	0.199031	-3.27612	-20.4321	0.293177
2.9	-25.4761	-0.391265	-4.45883	-20.3929	-0.0595423
2.905	-26.5015	-0.899857	-2.44076	-20.3248	-0.41345
2.91	-21.405	-1.29082	1.83813	-20.2287	-0.756747
2.915	-14.8071	-1.54289	5.90483	-20.1059	-1.07771
2.92	-12.7197	-1.65152	7.26158	-19.9583	-1.36551
2.925	-17.5232	-1.62602	4.90374	-19.788	-1.61061
2.93	-26.7151	-1.48543	-0.117402	-19.5968	-1.80481
2.935	-33.5205	-1.25509	-5.36293	-19.3866	-1.94147
2.94	-32.6233	-0.964152	-8.3811	-19.1596	-2.01615
2.945	-27.6245	-0.642062	-7.94014	-18.9191	-2.02567
2.95	-22.9919	-0.316397	-4.46157	-18.6686	-1.96915
2.955	-19.3298	-0.00934571	0.424094	-18.4111	-1.84765
2.96	-16.0278	0.263868	4.78561	-18.149	-1.66472
2.965	-15.3259	0.494258	7.21877	-17.8844	-1.42577
2.97	-13.7024	0.678493	7.2343	-17.6201	-1.13838
2.975	-9.00269	0.81659	5.17561	-17.3594	-0.811679
2.98	-9.8938	0.910779	1.89777	-17.1049	-0.455968
2.985	-14.679	0.964846	-1.59388	-16.8591	-0.0822076
2.99	-22.8821	0.981299	-4.41749	-16.6245	0.298266
2.995	-24.9634	0.960213	-5.97658	-16.404	0.672855
3	-21.1609	0.898993	-6.01494	-16.1998	1.02909
3.005	-16.8213	0.793029	-4.57851	-16.0134	1.35599
3.01	-13.7268	0.638751	-1.95122	-15.8461	1.64447
3.015	-8.1604	0.434847	1.35285	-15.6992	1.88707
3.02	-8.05664	0.183673	4.54647	-15.5745	2.0756
3.025	-9.83276	-0.107029	6.61719	-15.4731	2.2034
3.03	-10.7788	-0.422511	6.62038	-15.3955	2.26605
3.035	-8.89893	-0.74162	4.19253	-15.3423	2.26225
3.04	-9.14917	-1.03717	0.0045642	-15.314	2.19254
3.045	-15.1367	-1.27916	-4.25949	-15.311	2.05936
3.05	-23.3521	-1.43681	-6.58864	-15.3328	1.86779
3.055	-24.8108	-1.48273	-5.75629	-15.3789	1.62504
3.06	-20.7764	-1.39804	-2.19248	-15.4483	1.33954
3.065	-16.1682	-1.17605	2.05671	-15.54	1.01948
3.07	-9.69238	-0.824616	4.45347	-15.6529	0.674066
3.075	-11.0168	-0.366339	3.58132	-15.7859	0.313981
3.08	-15.0146	0.160846	0.177208	-15.9382	-0.0494241
3.085	-22.0459	0.706194	-3.23637	-16.1083	-0.404937
3.09	-22.9309	1.21138	-4.0064	-16.2943	-0.743221
3.095	-19.0552	1.61739	-1.22705	-16.4941	-1.05451
3.1	-11.8164	1.87437	3.47216	-16.7062	-1.32977
3.105	-5.3894	1.94505	6.88607	-16.929	-1.56024
3.11	-7.75757	1.8108	6.3405	-17.1611	-1.73915
3.115	-16.7664	1.47392	1.57958	-17.4003	-1.86261
3.12	-28.4607	0.961045	-4.89934	-17.6446	-1.92875
3.125	-30.1758	0.322205	-9.31514	-17.8923	-1.93743
3.13	-26.123	-0.374911	-8.93972	-18.1415	-1.88956
3.135	-21.1121	-1.0528	-3.78842	-18.3911	-1.78791
3.14	-17.8406	-1.63314	3.40256	-18.6399	-1.63669
3.145	-16.4429	-2.04456	8.82369	-18.8868	-1.44211
3.15	-13.1104	-2.23234	9.7655	-19.1304	-1.2112
3.155	-14.8132	-2.16577	5.99611	-19.3694	-0.952197
3.16	-20.6604	-1.84479	-0.346243	-19.6026	-0.673624
3.165	-27.3438	-1.30039	-6.08886	-19.829	-0.38428
3.17	-30.4199	-0.591617	-8.66568	-20.0476	-0.0932777
3.175	-25.4883	0.200603	-7.19314	-20.2578	0.190723
3.18	-19.3848	0.983124	-2.60878	-20.4593	0.459516
3.185	-17.1326	1.66033	2.9474	-20.6519	0.705529
3.19	-14.7583	2.14745	7.07672	-20.8354	0.922035
3.195	-8.64868	2.38066	8.02623	-21.01	1.10369
3.2	-10.4614	2.32565	5.35322	-21.1754	1.24686
3.205	-18.2068	1.98354	0.154563	-21.3315	1.34939
3.21	-28.6804	1.39083	-5.27276	-21.4782	1.41014
3.215	-29.9561	0.61651	-8.37043	-21.6157	1.42898
3.22	-23.8159	-0.248319	-7.54634	-21.7445	1.40727
3.225	-21.5759	-1.09977	-3.08019	-21.865	1.34783
3.23	-24.0967	-1.8332	2.88137	-21.977	1.25462
3.235	-21.2402	-2.3556	7.38908	-22.0809	1.13254
3.24	-14.4592	-2.59795	8.26511	-22.1773	0.987449
3.245	-11.6089	-2.52582	5.29323	-22.2667	0.825747
3.25	-19.8181	-2.14357	0.262017	-22.3498	0.653852
3.255	-31.9214	-1.493	-4.16835	-22.4262	0.478295
3.26	-35.1074	-0.649296	-6.02712	-22.4962	0.304524
3.265	-27.2156	0.287469	-5.02569	-22.5598	0.138265
3.27	-19.6838	1.20356	-2.4005	-22.617	-0.0156484
3.275	-17.45	1.98732	0.141952	-22.6677	-0.152501
3.28	-18.6157	2.54153	1.54969	-22.7125	-0.268219
3.285	-20.1477	2.79633	1.86175	-22.7517	-0.360639
3.29	-20.2454	2.7172	1.8144	-22.785	-0.42812
3.295	-20.05	2.31086	2.02229	-22.8118	-0.470684
3.3	-20.6726	1.62314	2.43339	-22.8314	-0.488973
3.305	-17.4316	0.733974	2.43197	-22.8439	-0.484903
3.31	-17.8223	-0.252506	1.42094	-22.8493	-0.460457
3.315	-22.7478	-1.21981	-0.608706	-22.8479	-0.418796
3.32	-33.3923	-2.05243	-2.95379	-22.8392	-0.363324
3.325	-39.0198	-2.65133	-4.56857	-22.8226	-0.298461
3.33	-32.3914	-2.94617	-4.6217	-22.7974	-0.228787
3.335	-22.1802	-2.90218	-2.90606	-22.7634	-0.158429
3.34	-18.9758	-2.52437	0.0674919	-22.7205	-0.0912146
3.345	-22.5342	-1.85585	3.27824	-22.6687	-0.031598
3.35	-26.4343	-0.974145	5.53182	-22.6077	0.0171077
3.355	-24.7314	0.0185546	5.86263	-22.5372	0.0523434
3.36	-14.1541	1.00835	3.91961	-22.4571	0.0732461
3.365	-13.0127	1.88301	0.241207	-22.3674	0.0793723
3.37	-18.1335	2.5439	-3.78227	-22.2686	0.0703634
3.375	-28.4363	2.9167	-6.3927	-22.1606	0.046793
3.38	-31.5308	2.96105	-6.27826	-22.0438	0.00991688
3.385	-24.2798	2.67335	-3.33644	-21.9184	-0.0382905
3.39	-16.0583	2.08785	1.12857	-21.7847	-0.0952652
3.395	-12.5	1.27117	4.98261	-21.6435	-0.157215
3.4	-12.2498	0.315295	6.38889	-21.4956	-0.219611
3.405	-16.5344	-0.672733	4.79575	-21.3426	-0.277819
3.41	-22.876	-1.58377	1.19358	-21.1853	-0.327784
3.415	-29.3396	-2.31847	-2.51854	-21.0245	-0.365919
3.42	-31.4819	-2.7984	-4.62786	-20.8612	-0.389035
3.425	-26.3184	-2.97466	-4.463	-20.6968	-0.394483
3.43	-20.9961	-2.8311	-2.54252	-20.5328	-0.380773
3.435	-19.2749	-2.38506	-0.0326167	-20.3704	-0.345974
3.44	-21.5088	-1.68559	2.00442	-20.2106	-0.289127
3.445	-24.0723	-0.807945	3.04959	-20.0546	-0.210539
3.45	-21.3379	0.154946	3.0886	-19.9042	-0.112268
3.455	-12.0972	1.10204	2.30492	-19.761	0.00236751
3.46	-10.437	1.93372	0.878417	-19.6263	0.129576
3.465	-14.9963	2.56325	-0.942794	-19.5008	0.266366
3.47	-24.5239	2.92508	-2.65526	-19.3859	0.408398
3.475	-26.1597	2.98234	-3.53331	-19.2829	0.550622
3.48	-18.9087	2.72823	-2.98053	-19.1932	0.686804
3.485	-12.7869	2.18618	-1.00173	-19.1178	0.81052
3.49	-12.4451	1.40951	1.6133	-19.0573	0.91635
3.495	-17.7979	0.476192	3.61332	-19.0122	0.999271
3.5	-16.7114	-0.519152	3.96499	-18.9829	1.05498
3.505	-16.9434	-1.47534	2.46233	-18.9703	1.07995
3.51	-18.8354	-2.29389	-0.133334	-18.9748	1.07077
3.515	-24.176	-2.88863	-2.52084	-18.9963	1.02589
3.52	-26.2329	-3.1946	-3.58695	-19.0343	0.945324
3.525	-22.8638	-3.17597	-2.97887	-19.0885	0.830745
3.53	-18.6218	-2.82939	-1.19088	-19.1583	0.685511
3.535	-19.7083	-2.18488	0.818842	-19.2432	0.513479
3.54	-22.1802	-1.30228	2.19101	-19.3426	0.319643
3.545	-18.2922	-0.266181	2.53889	-19.4559	0.109901
3.55	-15.741	0.819567	1.98853	-19.5818	-0.10908
3.555	-14.7522	1.84282	0.968949	-19.7184	-0.329392
3.56	-15.8447	2.69397	-0.061032	-19.8641	-0.542815
3.565	-20.4529	3.27965	-0.800995	-20.0175	-0.741833
3.57	-21.637	3.53257	-1.17476	-20.1774	-0.919379
3.575	-21.051	3.41815	-1.28019	-20.3422	-1.0688
3.58	-19.6533	2.93969	-1.26882	-20.5102	-1.1835
3.585	-18.0054	2.13998	-1.21665	-20.6795	-1.25758
3.59	-20.3979	1.09734	-1.04115	-20.8485	-1.28715
3.595	-24.8718	-0.0822355	-0.545438	-21.0154	-1.27013
3.6	-25.7996	-1.27433	0.422896	-21.1787	-1.2066
3.605	-25.1038	-2.35032	1.76807	-21.337	-1.09807
3.61	-21.6187	-3.19158	3.03355	-21.4887	-0.947207
3.615	-19.8242	-3.70335	3.52449	-21.6325	-0.758337
3.62	-22.5098	-3.82584	2.67297	-21.767	-0.537553
3.625	-27.5757	-3.54055	0.463292	-21.8911	-0.293356
3.63	-31.4087	-2.87384	-2.38816	-22.0039	-0.0339185
3.635	-29.7546	-1.89518	-4.65073	-22.1046	0.232024
3.64	-25.8972	-0.708136	-5.19164	-22.1922	0.495973
3.645	-21.0083	0.558595	-3.60577	-22.2661	0.748523
3.65	-19.5007	1.76552	-0.507952	-22.3257	0.979842
3.655	-17.0349	2.77804	2.74507	-22.3714	1.18074
3.66	-16.4185	3.48378	4.7542	-22.4039	1.3432
3.665	-12.1155	3.80535	4.78119	-22.4234	1.46069
3.67	-9.39331	3.7091	3.05668	-22.4306	1.52812
3.675	-11.5723	3.20784	0.552766	-22.4259	1.54189
3.68	-20.6055	2.36056	-1.60319	-22.4104	1.5004
3.685	-28.3081	1.265	-2.68969	-22.3849	1.40448
3.69	-26.1047	0.0466435	-2.64374	-22.3509	1.25691
3.695	-19.9463	-1.15457	-1.90126	-22.3098	1.06256
3.7	-19.2627	-2.2023	-1.00833	-22.2634	0.827681
3.705	-24.9084	-2.98007	-0.284596	-22.2131	0.560351
3.71	-30.7617	-3.40637	0.261035	-22.1607	0.270042
3.715	-28.6072	-3.44244	0.761481	-22.1078	-0.0330785
3.72	-22.0215	-3.09523	1.2561	-22.0564	-0.338162
3.725	-18.6035	-2.41575	1.59219	-22.0085	-0.634128
3.73	-21.7224	-1.49252	1.54339	-21.9662	-0.910356
3.735	-25.946	-0.439957	1.00543	-21.931	-1.15607
3.74	-26.2268	0.615948	0.140868	-21.9042	-1.36144
3.745	-22.1985	1.55305	-0.692031	-21.8871	-1.5177
3.75	-19.3542	2.26809	-1.14877	-21.8816	-1.61851
3.755	-20.3003	2.68816	-1.11398	-21.889	-1.65976
3.76	-23.5352	2.77823	-0.755284	-21.9108	-1.63906
3.765	-25.1465	2.54485	-0.369925	-21.9479	-1.55639
3.77	-21.7529	2.03297	-0.160379	-22.0012	-1.41411
3.775	-20.3308	1.31936	-0.0902507	-22.0714	-1.21763
3.78	-21.46	0.500298	0.0463573	-22.1587	-0.973873
3.785	-23.2849	-0.320994	0.410335	-22.2636	-0.690762
3.79	-24.5361	-1.04795	0.926337	-22.3863	-0.377547
3.795	-22.6807	-1.60239	1.28842	-22.5269	-0.0448743
3.8	-22.9614	-1.93193	1.16912	-22.6851	0.294956
3.805	-23.938	-2.01436	0.477687	-22.8599	0.629471
3.81	-23.5718	-1.85899	-0.530275	-23.0504	0.946909
3.815	-23.1323	-1.50426	-1.37735	-23.2553	1.23651
3.82	-24.9451	-1.00767	-1.63436	-23.4735	1.48766
3.825	-27.6489	-0.438964	-1.17083	-23.7035	1.6909
3.83	-23.5657	0.130342	-0.218355	-23.9444	1.83825
3.835	-19.1162	0.633795	0.78528	-24.1943	1.92459
3.84	-16.6992	1.01901	1.43327	-24.4514	1.947
3.845	-19.8425	1.25365	1.5194	-24.7134	1.90466
3.85	-25.3174	1.32727	1.0595	-24.9779	1.7992
3.855	-24.7864	1.2484	0.21941	-25.2432	1.63475
3.86	-22.2778	1.04206	-0.74765	-25.5077	1.41741
3.865	-22.4609	0.745318	-1.52419	-25.7689	1.15437
3.87	-24.7925	0.401402	-1.76741	-26.0247	0.854195
3.875	-28.1433	0.0508759	-1.23078	-26.2728	0.526786
3.88	-29.4189	-0.272773	0.0451871	-26.5111	0.183056
3.885	-29.187	-0.545668	1.60652	-26.7385	-0.165487
3.89	-23.4253	-0.751663	2.69259	-26.9538	-0.506633
3.895	-22.8394	-0.882828	2.59844	-27.1553	-0.828112
3.9	-26.5564	-0.938825	1.12085	-27.3414	-1.11928
3.905	-34.8816	-0.924007	-1.19009	-27.5103	-1.37149
3.91	-37.1338	-0.845486	-3.22042	-27.6613	-1.57727
3.915	-32.6965	-0.710661	-3.86639	-27.7936	-1.72951
3.92	-27.8015	-0.526115	-2.67572	-27.907	-1.8232
3.925	-27.6733	-0.298246	-0.14844	-28.0005	-1.85621
3.93	-30.4932	-0.0331919	2.52813	-28.0736	-1.82933
3.935	-29.0222	0.259301	4.12755	-28.1266	-1.74439
3.94	-22.6501	0.563936	4.02629	-28.1605	-1.60406
3.945	-22.8821	0.857546	2.44048	-28.1765	-1.41315
3.95	-26.3062	1.11005	0.173584	-28.1751	-1.17879
3.955	-32.6538	1.28866	-1.90215	-28.1568	-0.910403
3.96	-33.3618	1.36248	-3.24596	-28.1224	-0.617994
3.965	-30.7922	1.30568	-3.6969	-28.0735	-0.311371
3.97	-29.0283	1.10201	-3.27428	-28.0121	-0.000394897
3.975	-27.2644	0.748865	-1.99963	-27.9398	0.30509
3.98	-26.3062	0.262204	0.0441334	-27.8587	0.594873
3.985	-26.3794	-0.319053	2.47948	-27.7707	0.860111
3.99	-26.886	-0.937339	4.51216	-27.6779	1.09254
3.995	-21.1792	-1.5215	5.15581	-27.5823	1.2862
4	-20.7642	-1.99722	3.78773	-27.486	1.43691
4.005	-24.3042	-2.29503	0.679629	-27.3907	1.54189
4.01	-33.4473	-2.3591	-2.91677	-27.2984	1.59938
4.015	-36.6089	-2.15598	-5.31906	-27.2112	1.60857
4.02	-31.9763	-1.68268	-5.3248	-27.1311	1.57104
4.025	-27.124	-0.970156	-2.93531	-27.0598	1.48978
4.03	-24.4812	-0.0830615	0.603968	-26.9991	1.36908
4.035	-22.8943	0.886035	3.49662	-26.9509	1.21376
4.04	-22.168	1.825	4.41005	-26.9166	1.03028
4.045	-20.9961	2.61648	3.17216	-26.8971	0.825732
4.05	-20.6909	3.15375	0.734342	-26.8934	0.607339
4.055	-23.6816	3.3558	-1.50483	-26.9063	0.381816
4.06	-28.0884	3.17869	-2.5263	-26.9369	0.155954
4.065	-28.6743	2.622	-2.15084	-26.9852	-0.0634882
4.07	-25.7385	1.7309	-0.920133	-27.0506	-0.270158
4.075	-23.7427	0.593794	0.383222	-27.1325	-0.458282
4.08	-25.8667	-0.664315	1.20146	-27.2312	-0.623057
4.085	-31.5674	-1.89741	1.38483	-27.3468	-0.760741
4.09	-32.9224	-2.95712	1.06965	-27.4788	-0.8696
4.095	-31.5735	-3.71337	0.469345	-27.6258	-0.94886
4.1	-31.9397	-4.06913	-0.235969	-27.7855	-0.998443
4.105	-33.8013	-3.97161	-0.852974	-27.9564	-1.01868
4.11	-35.4187	-3.41969	-1.13743	-28.1364	-1.01007
4.115	-34.4299	-2.46721	-0.883474	-28.3242	-0.973857
4.12	-31.0486	-1.21902	-0.122256	-28.518	-0.912978
4.125	-28.7903	0.183799	0.771696	-28.7161	-0.831051
4.13	-27.6855	1.58052	1.24239	-28.9162	-0.731077
4.135	-25.0305	2.81023	0.921211	-29.1165	-0.615839
4.14	-24.3225	3.73037	-0.0681968	-29.3142	-0.488123
4.145	-23.7854	4.23387	-1.1218	-29.5067	-0.351853
4.15	-27.3071	4.26325	-1.53045	-29.6918	-0.210661
4.155	-30.4016	3.81688	-0.96444	-29.8675	-0.0686233
4.16	-25.7507	2.94813	0.279501	-30.032	0.0704077
4.165	-24.0356	1.7581	1.47773	-30.1833	0.20259
4.17	-24.469	0.384719	1.97341	-30.3193	0.325941
4.175	-30.957	-1.01448	1.59169	-30.4382	0.439338
4.18	-35.4553	-2.28198	0.674649	-30.5383	0.540905
4.185	-34.491	-3.27864	-0.257093	-30.6184	0.628291
4.19	-33.4778	-3.8998	-0.90587	-30.6774	0.70014
4.195	-34.5032	-4.08544	-1.33062	-30.7142	0.755421
4.2	-36.2366	-3.82562	-1.71557	-30.7278	0.793073
4.205	-35.4309	-3.1615	-2.02262	-30.7173	0.811577
4.21	-33.606	-2.17731	-1.87512	-30.6823	0.810289
4.215	-30.6152	-0.989762	-0.840569	-30.623	0.789834
4.22	-27.1179	0.265766	1.07098	-30.5395	0.750576
4.225	-25.8789	1.45221	3.14948	-30.4322	0.693569
4.23	-23.4253	2.44474	4.27446	-30.3019	0.620024
4.235	-22.7295	3.14547	3.62753	-30.1494	0.531671
4.24	-23.2178	3.49222	1.33418	-29.9752	0.429853
4.245	-26.7517	3.46302	-1.49483	-29.78	0.316278
4.25	-32.5867	3.07598	-3.40973	-29.5647	0.193156
4.255	-33.5144	2.38561	-3.54127	-29.3317	0.0635104
4.26	-30.9692	1.47523	-2.15085	-29.083	-0.0690107
4.265	-27.2705	0.446959	-0.396512	-28.8209	-0.20097
4.27	-27.6672	-0.589107	0.539966	-28.5467	-0.328405
4.275	-29.3091	-1.52733	0.303169	-28.2621	-0.447858
